ztf_job,rubin_job,Petrov_lc_ztf_O4_BNS,Petrov_lc_ztf_O4_NSBH,Petrov_lc_ztf_O5_BNS,Petrov_lc_ztf_O5_NSBH,Petrov_lc_rubin_O4_BNS,Petrov_lc_rubin_O4_NSBH,Petrov_lc_rubin_O5_BNS,Petrov_lc_rubin_O5_NSBH,Farah_lc_ztf_O4_BNS,Farah_lc_ztf_O4_NSBH,Farah_lc_ztf_O5_BNS,Farah_lc_ztf_O5_NSBH,Farah_lc_rubin_O4_BNS,Farah_lc_rubin_O4_NSBH,Farah_lc_rubin_O5_BNS,Farah_lc_rubin_O5_NSBH
25000,12500,11.88,3.8,6.176,1.184,48.32,61.016000000000005,60.519999999999996,43.04,6.372,0.208,4.316,0.124,35.312,4.168,57.199999999999996,3.688
