Farah_lc_ZTF_O4_BNS,Farah_lc_ZTF_O4_NSBH,Farah_lc_ZTF_O5_BNS,Farah_lc_ZTF_O5_NSBH,Farah_lc_Rubin_O4_BNS,Farah_lc_Rubin_O4_NSBH,Farah_lc_Rubin_O5_BNS,Farah_lc_Rubin_O5_NSBH
10.059760956175298,2.717391304347826,2.5948103792415167,0.2808988764044944,90.33864541832669,60.86956521739131,69.39590614078882,30.61797752808989
