Farah_lc_ZTF_O4_BNS,Farah_lc_ZTF_O4_NSBH,Farah_lc_ZTF_O5_BNS,Farah_lc_ZTF_O5_NSBH,Farah_lc_Rubin_O4_BNS,Farah_lc_Rubin_O4_NSBH,Farah_lc_Rubin_O5_BNS,Farah_lc_Rubin_O5_NSBH
100.0,100.0,99.40119760479041,98.87640449438202,100.0,97.82608695652173,99.45082376435347,97.47191011235955
