ztf_job,rubin_job,Petrov_ztf_O4_BNS,Petrov_ztf_O4_NSBH,Petrov_ztf_O5_BNS,Petrov_ztf_O5_NSBH,Petrov_rubin_O4_BNS,Petrov_rubin_O4_NSBH,Petrov_rubin_O5_BNS,Petrov_rubin_O5_NSBH,Farah_ztf_O4_BNS,Farah_ztf_O4_NSBH,Farah_ztf_O5_BNS,Farah_ztf_O5_NSBH,Farah_rubin_O4_BNS,Farah_rubin_O4_NSBH,Farah_rubin_O5_BNS,Farah_rubin_O5_NSBH
25000,12500,3059,1054,1534,348,6020,7590,7535,5332,1632,48,1050,33,4433,584,6989,492
